TCGA-A1-A0SK	TCGA-A1-A0SO	0.645079
TCGA-A1-A0SJ	TCGA-A2-A04N	0.73519
TCGA-A1-A0SK	TCGA-A2-A04N	0.75434
TCGA-A1-A0SK	TCGA-A2-A04P	0.57432
TCGA-A1-A0SO	TCGA-A2-A04P	0.58897
TCGA-A1-A0SJ	TCGA-A2-A04Q	0.34313
TCGA-A1-A0SK	TCGA-A2-A04Q	0.714863333333333
TCGA-A1-A0SO	TCGA-A2-A04Q	0.655171666666667
TCGA-A2-A04P	TCGA-A2-A04Q	0.588029
TCGA-A1-A0SJ	TCGA-A2-A04V	0.248195
TCGA-A1-A0SK	TCGA-A2-A04V	0.26946
TCGA-A2-A04N	TCGA-A2-A04V	0.54042
TCGA-A2-A04P	TCGA-A2-A04V	0.401466666666667
TCGA-A2-A04Q	TCGA-A2-A04V	0.29989
TCGA-A1-A0SJ	TCGA-A2-A04Y	0.513325
TCGA-A1-A0SO	TCGA-A2-A04Y	0.56902
TCGA-A2-A04P	TCGA-A2-A04Y	0.5360675
TCGA-A2-A04Q	TCGA-A2-A04Y	0.442675
TCGA-A2-A04V	TCGA-A2-A04Y	0.499074
TCGA-A1-A0SJ	TCGA-A2-A0CL	0.373301666666667
TCGA-A1-A0SK	TCGA-A2-A0CL	0.538316
TCGA-A1-A0SO	TCGA-A2-A0CL	0.488195
TCGA-A2-A04P	TCGA-A2-A0CL	0.49156
TCGA-A2-A04Q	TCGA-A2-A0CL	0.496805
TCGA-A2-A04Y	TCGA-A2-A0CL	0.32075
TCGA-A1-A0SJ	TCGA-A2-A0CM	0.424645
TCGA-A1-A0SK	TCGA-A2-A0CM	0.6207
TCGA-A1-A0SO	TCGA-A2-A0CM	0.717078571428571
TCGA-A2-A04N	TCGA-A2-A0CM	0.47325
TCGA-A2-A04P	TCGA-A2-A0CM	0.489366666666667
TCGA-A2-A04Q	TCGA-A2-A0CM	0.616002222222222
TCGA-A2-A04Y	TCGA-A2-A0CM	0.29309
TCGA-A2-A0CL	TCGA-A2-A0CM	0.63657375
TCGA-A2-A04N	TCGA-A2-A0CP	0.628215454545455
TCGA-A2-A04V	TCGA-A2-A0CP	0.64828
TCGA-A2-A04Y	TCGA-A2-A0CP	0.52984
TCGA-A1-A0SJ	TCGA-A2-A0CQ	0.70502
TCGA-A1-A0SO	TCGA-A2-A0CQ	0.40001
TCGA-A2-A04N	TCGA-A2-A0CQ	0.49759
TCGA-A2-A04P	TCGA-A2-A0CQ	0.43191
TCGA-A2-A04V	TCGA-A2-A0CQ	0.580207777777778
